2026-09-23 14:10:04,441 | INFO | MainThread | 步骤1/4 数据输入与特征提取
2026-09-23 14:13:32,906 | INFO | p1-align_1 | -MeTTeMJBNc$_$0 对齐迭代 1/8: objective=1.673617, delta=0.145100
2026-09-23 14:13:32,917 | INFO | MainThread | [19/100] -I_e4mIh0yE$_$3 completed: objective=1.342743, uncertainty=0.2916 (0.46s)
2026-09-23 14:13:33,025 | INFO | p1-align_0 | -MeTTeMJBNc$_$13 对齐迭代 1/8: objective=1.653477, delta=0.172462
2026-09-23 14:13:33,059 | INFO | p1-align_1 | -MeTTeMJBNc$_$0 对齐迭代 2/8: objective=1.598612, delta=0.006439
2026-09-23 14:13:33,107 | INFO | p1-align_0 | -MeTTeMJBNc$_$13 对齐迭代 2/8: objective=1.558914, delta=0.004617
2026-09-23 14:13:33,173 | INFO | p1-align_0 | -MeTTeMJBNc$_$13 对齐迭代 3/8: objective=1.558722, delta=0.000214
2026-09-23 14:13:33,206 | INFO | p1-align_1 | -MeTTeMJBNc$_$0 对齐迭代 3/8: objective=1.599200, delta=0.000404
2026-09-23 14:13:33,262 | INFO | p1-align_0 | -MeTTeMJBNc$_$13 对齐迭代 4/8: objective=1.558707, delta=0.000012
2026-09-23 14:13:33,274 | INFO | MainThread | [20/100] -MeTTeMJBNc$_$13 completed: objective=1.558707, uncertainty=0.3493 (0.36s)
2026-09-23 14:13:33,405 | INFO | p1-align_1 | -MeTTeMJBNc$_$0 对齐迭代 4/8: objective=1.599246, delta=0.000020
2026-09-23 14:13:33,421 | INFO | MainThread | [21/100] -MeTTeMJBNc$_$0 completed: objective=1.599246, uncertainty=0.2900 (0.69s)
2026-09-23 14:13:33,541 | INFO | p1-align_1 | -NFrJFQijFE$_$1 对齐迭代 1/8: objective=1.213080, delta=0.079212
2026-09-23 14:13:33,563 | INFO | p1-align_0 | -MeTTeMJBNc$_$7 对齐迭代 1/8: objective=2.000979, delta=0.123902
2026-09-23 14:13:33,646 | INFO | p1-align_1 | -NFrJFQijFE$_$1 对齐迭代 2/8: objective=1.199370, delta=0.000841
2026-09-23 14:13:33,713 | INFO | p1-align_1 | -NFrJFQijFE$_$1 对齐迭代 3/8: objective=1.199295, delta=0.000070
2026-09-23 14:13:33,718 | INFO | p1-align_0 | -MeTTeMJBNc$_$7 对齐迭代 2/8: objective=1.934450, delta=0.002565
2026-09-23 14:13:33,729 | INFO | MainThread | [22/100] -NFrJFQijFE$_$1 completed: objective=1.199295, uncertainty=0.3244 (0.31s)
2026-09-23 14:13:33,872 | INFO | p1-align_1 | -NFrJFQijFE$_$2 对齐迭代 1/8: objective=1.661353, delta=0.115811
2026-09-23 14:13:33,894 | INFO | p1-align_0 | -MeTTeMJBNc$_$7 对齐迭代 3/8: objective=1.934490, delta=0.000152
2026-09-23 14:13:33,953 | INFO | p1-align_1 | -NFrJFQijFE$_$2 对齐迭代 2/8: objective=1.589025, delta=0.004820
2026-09-23 14:13:34,013 | INFO | p1-align_0 | -MeTTeMJBNc$_$7 对齐迭代 4/8: objective=1.934493, delta=0.000014
2026-09-23 14:13:34,029 | INFO | MainThread | [23/100] -MeTTeMJBNc$_$7 completed: objective=1.934493, uncertainty=0.3073 (0.75s)
2026-09-23 14:13:34,044 | INFO | p1-align_1 | -NFrJFQijFE$_$2 对齐迭代 3/8: objective=1.588807, delta=0.000306
2026-09-23 14:13:34,145 | INFO | p1-align_0 | -RfYyzHpjk4$_$11 对齐迭代 1/8: objective=1.407590, delta=0.125423
2026-09-23 14:13:34,183 | INFO | p1-align_1 | -NFrJFQijFE$_$2 对齐迭代 4/8: objective=1.588803, delta=0.000034
2026-09-23 14:13:34,196 | INFO | MainThread | [24/100] -NFrJFQijFE$_$2 completed: objective=1.588803, uncertainty=0.3296 (0.47s)
2026-09-23 14:13:34,221 | INFO | p1-align_0 | -RfYyzHpjk4$_$11 对齐迭代 2/8: objective=1.354725, delta=0.001905
2026-09-23 14:13:34,331 | INFO | p1-align_0 | -RfYyzHpjk4$_$11 对齐迭代 3/8: objective=1.354629, delta=0.000041
2026-09-23 14:13:34,344 | INFO | p1-align_1 | -RfYyzHpjk4$_$2 对齐迭代 1/8: objective=1.160618, delta=0.138588
2026-09-23 14:13:34,361 | INFO | MainThread | [25/100] -RfYyzHpjk4$_$11 completed: objective=1.354629, uncertainty=0.3136 (0.33s)
2026-09-23 14:13:34,454 | INFO | p1-align_1 | -RfYyzHpjk4$_$2 对齐迭代 2/8: objective=1.103463, delta=0.001979
2026-09-23 14:13:34,485 | INFO | p1-align_0 | -RfYyzHpjk4$_$8 对齐迭代 1/8: objective=1.574113, delta=0.162183
2026-09-23 14:13:34,548 | INFO | p1-align_1 | -RfYyzHpjk4$_$2 对齐迭代 3/8: objective=1.103462, delta=0.000067
2026-09-23 14:13:34,566 | INFO | p1-align_0 | -RfYyzHpjk4$_$8 对齐迭代 2/8: objective=1.503429, delta=0.004424
2026-09-23 14:13:34,581 | INFO | MainThread | [26/100] -RfYyzHpjk4$_$2 completed: objective=1.103462, uncertainty=0.3633 (0.38s)
2026-09-23 14:13:34,747 | INFO | p1-align_0 | -RfYyzHpjk4$_$8 对齐迭代 3/8: objective=1.503348, delta=0.000029
2026-09-23 14:13:34,761 | INFO | MainThread | [27/100] -RfYyzHpjk4$_$8 completed: objective=1.503348, uncertainty=0.3358 (0.40s)
2026-09-23 14:13:34,863 | INFO | p1-align_0 | -THoVjtIkeU$_$2 对齐迭代 1/8: objective=1.582769, delta=0.122439
2026-09-23 14:13:34,910 | INFO | p1-align_0 | -THoVjtIkeU$_$2 对齐迭代 2/8: objective=1.528033, delta=0.000483
2026-09-23 14:13:34,926 | INFO | p1-align_1 | -THoVjtIkeU$_$12 对齐迭代 1/8: objective=1.764363, delta=0.122041
2026-09-23 14:13:34,970 | INFO | p1-align_0 | -THoVjtIkeU$_$2 对齐迭代 3/8: objective=1.527979, delta=0.000005
2026-09-23 14:13:34,983 | INFO | MainThread | [28/100] -THoVjtIkeU$_$2 completed: objective=1.527979, uncertainty=0.3515 (0.22s)
2026-09-23 14:13:35,132 | INFO | p1-align_1 | -THoVjtIkeU$_$12 对齐迭代 2/8: objective=1.709582, delta=0.003569
2026-09-23 14:13:35,152 | INFO | p1-align_0 | -THoVjtIkeU$_$6 对齐迭代 1/8: objective=1.985726, delta=0.161474
2026-09-23 14:13:35,249 | INFO | p1-align_0 | -THoVjtIkeU$_$6 对齐迭代 2/8: objective=1.881304, delta=0.003897
2026-09-23 14:13:35,282 | INFO | p1-align_1 | -THoVjtIkeU$_$12 对齐迭代 3/8: objective=1.709685, delta=0.000246
2026-09-23 14:13:35,354 | INFO | p1-align_0 | -THoVjtIkeU$_$6 对齐迭代 3/8: objective=1.881444, delta=0.000105
2026-09-23 14:13:35,433 | INFO | p1-align_1 | -THoVjtIkeU$_$12 对齐迭代 4/8: objective=1.709696, delta=0.000017
2026-09-23 14:13:35,453 | INFO | MainThread | [29/100] -THoVjtIkeU$_$12 completed: objective=1.709696, uncertainty=0.2716 (0.87s)
2026-09-23 14:13:35,588 | INFO | p1-align_0 | -THoVjtIkeU$_$6 对齐迭代 4/8: objective=1.881449, delta=0.000004
2026-09-23 14:13:35,604 | INFO | MainThread | [30/100] -THoVjtIkeU$_$6 completed: objective=1.881449, uncertainty=0.3323 (0.62s)
2026-09-23 14:13:35,751 | INFO | p1-align_1 | -UUCSKoHeMA$_$0 对齐迭代 1/8: objective=1.682200, delta=0.120068
2026-09-23 14:13:35,819 | INFO | p1-align_0 | -UacrmKiTn4$_$10 对齐迭代 1/8: objective=1.874577, delta=0.140807
2026-09-23 14:13:35,877 | INFO | p1-align_1 | -UUCSKoHeMA$_$0 对齐迭代 2/8: objective=1.637682, delta=0.002986
2026-09-23 14:13:35,958 | INFO | p1-align_0 | -UacrmKiTn4$_$10 对齐迭代 2/8: objective=1.802385, delta=0.007040
2026-09-23 14:13:36,017 | INFO | p1-align_1 | -UUCSKoHeMA$_$0 对齐迭代 3/8: objective=1.637726, delta=0.000099
2026-09-23 14:13:36,033 | INFO | MainThread | [31/100] -UUCSKoHeMA$_$0 completed: objective=1.637726, uncertainty=0.2981 (0.58s)
2026-09-23 14:13:36,138 | INFO | p1-align_0 | -UacrmKiTn4$_$10 对齐迭代 3/8: objective=1.802783, delta=0.000146
2026-09-23 14:13:36,163 | INFO | p1-align_1 | -UacrmKiTn4$_$4 对齐迭代 1/8: objective=1.749373, delta=0.149302
2026-09-23 14:13:36,226 | INFO | p1-align_1 | -UacrmKiTn4$_$4 对齐迭代 2/8: objective=1.676955, delta=0.005291
2026-09-23 14:13:36,310 | INFO | p1-align_0 | -UacrmKiTn4$_$10 对齐迭代 4/8: objective=1.802804, delta=0.000009
2026-09-23 14:13:36,328 | INFO | p1-align_1 | -UacrmKiTn4$_$4 对齐迭代 3/8: objective=1.677136, delta=0.000080
2026-09-23 14:13:36,341 | INFO | MainThread | [32/100] -UacrmKiTn4$_$10 completed: objective=1.802804, uncertainty=0.3041 (0.74s)
2026-09-23 14:13:36,341 | INFO | MainThread | [33/100] -UacrmKiTn4$_$4 completed: objective=1.677136, uncertainty=0.3356 (0.31s)
2026-09-23 14:13:36,552 | INFO | p1-align_0 | -UuX1xuaiiE$_$0 对齐迭代 1/8: objective=1.564443, delta=0.145913
2026-09-23 14:13:36,610 | INFO | p1-align_0 | -UuX1xuaiiE$_$0 对齐迭代 2/8: objective=1.512112, delta=0.000978
2026-09-23 14:13:36,674 | INFO | p1-align_1 | -UuX1xuaiiE$_$1 对齐迭代 1/8: objective=1.482376, delta=0.118913
2026-09-23 14:13:36,708 | INFO | p1-align_0 | -UuX1xuaiiE$_$0 对齐迭代 3/8: objective=1.511975, delta=0.000021
2026-09-23 14:13:36,723 | INFO | MainThread | [34/100] -UuX1xuaiiE$_$0 completed: objective=1.511975, uncertainty=0.3510 (0.38s)
2026-09-23 14:13:36,876 | INFO | p1-align_0 | -UuX1xuaiiE$_$3 对齐迭代 1/8: objective=1.329014, delta=0.104425
2026-09-23 14:13:36,940 | INFO | p1-align_1 | -UuX1xuaiiE$_$1 对齐迭代 2/8: objective=1.425410, delta=0.002696
2026-09-23 14:13:36,962 | INFO | p1-align_0 | -UuX1xuaiiE$_$3 对齐迭代 2/8: objective=1.289164, delta=0.000253
2026-09-23 14:13:37,025 | INFO | p1-align_0 | -UuX1xuaiiE$_$3 对齐迭代 3/8: objective=1.289174, delta=0.000004
2026-09-23 14:13:37,040 | INFO | MainThread | [35/100] -UuX1xuaiiE$_$3 completed: objective=1.289174, uncertainty=0.3297 (0.32s)
2026-09-23 14:13:37,149 | INFO | p1-align_1 | -UuX1xuaiiE$_$1 对齐迭代 3/8: objective=1.425373, delta=0.000154
2026-09-23 14:13:37,195 | INFO | p1-align_0 | -UuX1xuaiiE$_$6 对齐迭代 1/8: objective=1.172990, delta=0.095646
2026-09-23 14:13:37,288 | INFO | p1-align_0 | -UuX1xuaiiE$_$6 对齐迭代 2/8: objective=1.138043, delta=0.001806
2026-09-23 14:13:37,305 | INFO | p1-align_1 | -UuX1xuaiiE$_$1 对齐迭代 4/8: objective=1.425374, delta=0.000010
2026-09-23 14:13:37,322 | INFO | MainThread | [36/100] -UuX1xuaiiE$_$1 completed: objective=1.425374, uncertainty=0.3001 (0.98s)
2026-09-23 14:13:37,581 | INFO | p1-align_0 | -UuX1xuaiiE$_$6 对齐迭代 3/8: objective=1.137925, delta=0.000123
2026-09-23 14:13:37,671 | INFO | p1-align_0 | -UuX1xuaiiE$_$6 对齐迭代 4/8: objective=1.137919, delta=0.000010
2026-09-23 14:13:37,688 | INFO | MainThread | [37/100] -UuX1xuaiiE$_$6 completed: objective=1.137919, uncertainty=0.3034 (0.65s)
2026-09-23 14:13:37,912 | INFO | p1-align_1 | -a55Q6RWvTA$_$3 对齐迭代 1/8: objective=1.808098, delta=0.135876
2026-09-23 14:13:38,020 | INFO | p1-align_0 | -aNfi7CP8vM$_$7 对齐迭代 1/8: objective=1.624207, delta=0.105379
2026-09-23 14:13:38,144 | INFO | p1-align_0 | -aNfi7CP8vM$_$7 对齐迭代 2/8: objective=1.582682, delta=0.001935
2026-09-23 14:13:38,282 | INFO | p1-align_1 | -a55Q6RWvTA$_$3 对齐迭代 2/8: objective=1.747484, delta=0.004736
2026-09-23 14:13:38,322 | INFO | p1-align_0 | -aNfi7CP8vM$_$7 对齐迭代 3/8: objective=1.582637, delta=0.000090
2026-09-23 14:13:38,341 | INFO | MainThread | [38/100] -aNfi7CP8vM$_$7 completed: objective=1.582637, uncertainty=0.2871 (0.65s)
2026-09-23 14:13:38,552 | INFO | p1-align_0 | -aqamKhZ1Ec$_$0 对齐迭代 1/8: objective=1.228720, delta=0.110741
2026-09-23 14:13:38,638 | INFO | p1-align_1 | -a55Q6RWvTA$_$3 对齐迭代 3/8: objective=1.747800, delta=0.000433
2026-09-23 14:13:38,702 | INFO | p1-align_0 | -aqamKhZ1Ec$_$0 对齐迭代 2/8: objective=1.207737, delta=0.001838
2026-09-23 14:13:38,840 | INFO | p1-align_0 | -aqamKhZ1Ec$_$0 对齐迭代 3/8: objective=1.207713, delta=0.000062
2026-09-23 14:13:38,859 | INFO | MainThread | [39/100] -aqamKhZ1Ec$_$0 completed: objective=1.207713, uncertainty=0.2291 (0.52s)
2026-09-23 14:13:39,096 | INFO | p1-align_1 | -a55Q6RWvTA$_$3 对齐迭代 4/8: objective=1.747827, delta=0.000045
2026-09-23 14:13:39,117 | INFO | MainThread | [40/100] -a55Q6RWvTA$_$3 completed: objective=1.747827, uncertainty=0.2744 (1.80s)
2026-09-23 14:13:39,359 | INFO | p1-align_0 | -dxfTGcXJoc$_$0 对齐迭代 1/8: objective=1.480918, delta=0.120748
2026-09-23 14:13:39,382 | INFO | p1-align_1 | -dxfTGcXJoc$_$1 对齐迭代 1/8: objective=1.559408, delta=0.121151
2026-09-23 14:13:39,511 | INFO | p1-align_1 | -dxfTGcXJoc$_$1 对齐迭代 2/8: objective=1.514226, delta=0.002682
2026-09-23 14:13:39,525 | INFO | p1-align_0 | -dxfTGcXJoc$_$0 对齐迭代 2/8: objective=1.435867, delta=0.004793
2026-09-23 14:13:39,660 | INFO | p1-align_1 | -dxfTGcXJoc$_$1 对齐迭代 3/8: objective=1.514204, delta=0.000139
2026-09-23 14:13:39,766 | INFO | p1-align_0 | -dxfTGcXJoc$_$0 对齐迭代 3/8: objective=1.436253, delta=0.000417
2026-09-23 14:13:39,884 | INFO | p1-align_1 | -dxfTGcXJoc$_$1 对齐迭代 4/8: objective=1.514201, delta=0.000010
2026-09-23 14:13:39,908 | INFO | MainThread | [41/100] -dxfTGcXJoc$_$1 completed: objective=1.514201, uncertainty=0.2573 (0.79s)
2026-09-23 14:13:40,198 | INFO | p1-align_0 | -dxfTGcXJoc$_$0 对齐迭代 4/8: objective=1.436285, delta=0.000044
2026-09-23 14:13:40,219 | INFO | MainThread | [42/100] -dxfTGcXJoc$_$0 completed: objective=1.436285, uncertainty=0.2350 (1.36s)
2026-09-23 14:13:40,435 | INFO | p1-align_1 | -dxfTGcXJoc$_$2 对齐迭代 1/8: objective=1.641943, delta=0.126596
2026-09-23 14:13:40,536 | INFO | p1-align_0 | -dxfTGcXJoc$_$6 对齐迭代 1/8: objective=1.876585, delta=0.122817
2026-09-23 14:13:40,644 | INFO | p1-align_1 | -dxfTGcXJoc$_$2 对齐迭代 2/8: objective=1.588666, delta=0.005049
2026-09-23 14:13:40,712 | INFO | p1-align_0 | -dxfTGcXJoc$_$6 对齐迭代 2/8: objective=1.818347, delta=0.004412
2026-09-23 14:13:40,857 | INFO | p1-align_1 | -dxfTGcXJoc$_$2 对齐迭代 3/8: objective=1.588988, delta=0.000403
2026-09-23 14:13:40,898 | INFO | p1-align_0 | -dxfTGcXJoc$_$6 对齐迭代 3/8: objective=1.818336, delta=0.000330
2026-09-23 14:13:41,074 | INFO | p1-align_0 | -dxfTGcXJoc$_$6 对齐迭代 4/8: objective=1.818331, delta=0.000029
2026-09-23 14:13:41,082 | INFO | p1-align_1 | -dxfTGcXJoc$_$2 对齐迭代 4/8: objective=1.589024, delta=0.000037
2026-09-23 14:13:41,096 | INFO | MainThread | [43/100] -dxfTGcXJoc$_$6 completed: objective=1.818331, uncertainty=0.2771 (0.88s)
2026-09-23 14:13:41,101 | INFO | MainThread | [44/100] -dxfTGcXJoc$_$2 completed: objective=1.589024, uncertainty=0.2565 (1.19s)
2026-09-23 14:13:41,332 | INFO | p1-align_1 | -egA8-b7-3M$_$13 对齐迭代 1/8: objective=1.543237, delta=0.125566
2026-09-23 14:13:41,380 | INFO | p1-align_0 | -egA8-b7-3M$_$1 对齐迭代 1/8: objective=1.356557, delta=0.110133
2026-09-23 14:13:41,403 | INFO | p1-align_1 | -egA8-b7-3M$_$13 对齐迭代 2/8: objective=1.506317, delta=0.000519
2026-09-23 14:13:41,457 | INFO | p1-align_1 | -egA8-b7-3M$_$13 对齐迭代 3/8: objective=1.506365, delta=0.000008
2026-09-23 14:13:41,470 | INFO | MainThread | [45/100] -egA8-b7-3M$_$13 completed: objective=1.506365, uncertainty=0.3467 (0.37s)
2026-09-23 14:13:41,538 | INFO | p1-align_0 | -egA8-b7-3M$_$1 对齐迭代 2/8: objective=1.317532, delta=0.001754
2026-09-23 14:13:41,592 | INFO | p1-align_1 | -egA8-b7-3M$_$16 对齐迭代 1/8: objective=1.485264, delta=0.116693
2026-09-23 14:13:41,645 | INFO | p1-align_0 | -egA8-b7-3M$_$1 对齐迭代 3/8: objective=1.317520, delta=0.000069
2026-09-23 14:13:41,659 | INFO | p1-align_1 | -egA8-b7-3M$_$16 对齐迭代 2/8: objective=1.459363, delta=0.001668
2026-09-23 14:13:41,674 | INFO | MainThread | [46/100] -egA8-b7-3M$_$1 completed: objective=1.317520, uncertainty=0.2658 (0.58s)
2026-09-23 14:13:41,780 | INFO | p1-align_1 | -egA8-b7-3M$_$16 对齐迭代 3/8: objective=1.459274, delta=0.000070
2026-09-23 14:13:41,794 | INFO | MainThread | [47/100] -egA8-b7-3M$_$16 completed: objective=1.459274, uncertainty=0.2925 (0.32s)
2026-09-23 14:13:41,900 | INFO | p1-align_0 | -egA8-b7-3M$_$17 对齐迭代 1/8: objective=1.365432, delta=0.109775
2026-09-23 14:13:41,961 | INFO | p1-align_1 | -egA8-b7-3M$_$18 对齐迭代 1/8: objective=1.371257, delta=0.128063
2026-09-23 14:13:41,998 | INFO | p1-align_0 | -egA8-b7-3M$_$17 对齐迭代 2/8: objective=1.322893, delta=0.007486
2026-09-23 14:13:42,063 | INFO | p1-align_1 | -egA8-b7-3M$_$18 对齐迭代 2/8: objective=1.326712, delta=0.003747
2026-09-23 14:13:42,083 | INFO | p1-align_0 | -egA8-b7-3M$_$17 对齐迭代 3/8: objective=1.322850, delta=0.000618
2026-09-23 14:13:42,158 | INFO | p1-align_1 | -egA8-b7-3M$_$18 对齐迭代 3/8: objective=1.326966, delta=0.000353
2026-09-23 14:13:42,180 | INFO | p1-align_0 | -egA8-b7-3M$_$17 对齐迭代 4/8: objective=1.322865, delta=0.000054
2026-09-23 14:13:42,195 | INFO | MainThread | [48/100] -egA8-b7-3M$_$17 completed: objective=1.322865, uncertainty=0.2996 (0.52s)
2026-09-23 14:13:42,339 | INFO | p1-align_1 | -egA8-b7-3M$_$18 对齐迭代 4/8: objective=1.326974, delta=0.000041
2026-09-23 14:13:42,359 | INFO | MainThread | [49/100] -egA8-b7-3M$_$18 completed: objective=1.326974, uncertainty=0.2963 (0.56s)
2026-09-23 14:13:42,458 | INFO | p1-align_0 | -egA8-b7-3M$_$20 对齐迭代 1/8: objective=1.505751, delta=0.127660
2026-09-23 14:13:42,530 | INFO | p1-align_1 | -egA8-b7-3M$_$26 对齐迭代 1/8: objective=1.865418, delta=0.120225
2026-09-23 14:13:42,589 | INFO | p1-align_0 | -egA8-b7-3M$_$20 对齐迭代 2/8: objective=1.446415, delta=0.003779
2026-09-23 14:13:42,628 | INFO | p1-align_1 | -egA8-b7-3M$_$26 对齐迭代 2/8: objective=1.802346, delta=0.001971
2026-09-23 14:13:42,689 | INFO | p1-align_1 | -egA8-b7-3M$_$26 对齐迭代 3/8: objective=1.802464, delta=0.000100
2026-09-23 14:13:42,694 | INFO | p1-align_0 | -egA8-b7-3M$_$20 对齐迭代 3/8: objective=1.446585, delta=0.000294
2026-09-23 14:13:42,713 | INFO | MainThread | [50/100] -egA8-b7-3M$_$26 completed: objective=1.802464, uncertainty=0.3222 (0.35s)
2026-09-23 14:13:42,845 | INFO | p1-align_0 | -egA8-b7-3M$_$20 对齐迭代 4/8: objective=1.446599, delta=0.000026
2026-09-23 14:13:42,859 | INFO | p1-align_1 | -egA8-b7-3M$_$6 对齐迭代 1/8: objective=1.334263, delta=0.115739
2026-09-23 14:13:42,877 | INFO | MainThread | [51/100] -egA8-b7-3M$_$20 completed: objective=1.446599, uncertainty=0.3183 (0.68s)
2026-09-23 14:13:42,983 | INFO | p1-align_1 | -egA8-b7-3M$_$6 对齐迭代 2/8: objective=1.302728, delta=0.001186
2026-09-23 14:13:43,014 | INFO | p1-align_0 | -egA8-b7-3M$_$9 对齐迭代 1/8: objective=1.585031, delta=0.104352
2026-09-23 14:13:43,076 | INFO | p1-align_1 | -egA8-b7-3M$_$6 对齐迭代 3/8: objective=1.302836, delta=0.000054
2026-09-23 14:13:43,092 | INFO | p1-align_0 | -egA8-b7-3M$_$9 对齐迭代 2/8: objective=1.560263, delta=0.000642
2026-09-23 14:13:43,106 | INFO | MainThread | [52/100] -egA8-b7-3M$_$6 completed: objective=1.302836, uncertainty=0.2933 (0.39s)
2026-09-23 14:13:43,250 | INFO | p1-align_0 | -egA8-b7-3M$_$9 对齐迭代 3/8: objective=1.560235, delta=0.000015
2026-09-23 14:13:43,264 | INFO | MainThread | [53/100] -egA8-b7-3M$_$9 completed: objective=1.560235, uncertainty=0.2993 (0.39s)
2026-09-23 14:13:43,363 | INFO | p1-align_1 | -hnBHBN8p5A$_$6 对齐迭代 1/8: objective=1.343861, delta=0.096520
2026-09-23 14:13:43,459 | INFO | p1-align_1 | -hnBHBN8p5A$_$6 对齐迭代 2/8: objective=1.319372, delta=0.001194
2026-09-23 14:13:43,489 | INFO | p1-align_0 | -hnBHBN8p5A$_$7 对齐迭代 1/8: objective=1.510968, delta=0.137074
2026-09-23 14:13:43,540 | INFO | p1-align_1 | -hnBHBN8p5A$_$6 对齐迭代 3/8: objective=1.319413, delta=0.000064
2026-09-23 14:13:43,556 | INFO | MainThread | [54/100] -hnBHBN8p5A$_$6 completed: objective=1.319413, uncertainty=0.3034 (0.45s)
2026-09-23 14:13:43,672 | INFO | p1-align_0 | -hnBHBN8p5A$_$7 对齐迭代 2/8: objective=1.438574, delta=0.002515
2026-09-23 14:13:43,735 | INFO | p1-align_1 | -iRBcNs9oI8$_$3 对齐迭代 1/8: objective=1.823990, delta=0.132546
2026-09-23 14:13:43,835 | INFO | p1-align_0 | -hnBHBN8p5A$_$7 对齐迭代 3/8: objective=1.438503, delta=0.000152
2026-09-23 14:13:43,865 | INFO | p1-align_1 | -iRBcNs9oI8$_$3 对齐迭代 2/8: objective=1.762129, delta=0.001262
2026-09-23 14:13:43,926 | INFO | p1-align_1 | -iRBcNs9oI8$_$3 对齐迭代 3/8: objective=1.762229, delta=0.000030
2026-09-23 14:13:43,932 | INFO | p1-align_0 | -hnBHBN8p5A$_$7 对齐迭代 4/8: objective=1.438501, delta=0.000013
2026-09-23 14:13:43,941 | INFO | MainThread | [55/100] -iRBcNs9oI8$_$3 completed: objective=1.762229, uncertainty=0.2979 (0.38s)
2026-09-23 14:13:43,947 | INFO | MainThread | [56/100] -hnBHBN8p5A$_$7 completed: objective=1.438501, uncertainty=0.3129 (0.68s)
2026-09-23 14:13:44,096 | INFO | p1-align_1 | -iRBcNs9oI8$_$6 对齐迭代 1/8: objective=1.640218, delta=0.115920
2026-09-23 14:13:44,125 | INFO | p1-align_0 | -iRBcNs9oI8$_$7 对齐迭代 1/8: objective=1.776380, delta=0.139737
2026-09-23 14:13:44,159 | INFO | p1-align_1 | -iRBcNs9oI8$_$6 对齐迭代 2/8: objective=1.606744, delta=0.000497
2026-09-23 14:13:44,197 | INFO | p1-align_0 | -iRBcNs9oI8$_$7 对齐迭代 2/8: objective=1.725092, delta=0.011089
2026-09-23 14:13:44,227 | INFO | p1-align_1 | -iRBcNs9oI8$_$6 对齐迭代 3/8: objective=1.606799, delta=0.000006
2026-09-23 14:13:44,240 | INFO | MainThread | [57/100] -iRBcNs9oI8$_$6 completed: objective=1.606799, uncertainty=0.3605 (0.30s)
2026-09-23 14:13:44,329 | INFO | p1-align_0 | -iRBcNs9oI8$_$7 对齐迭代 3/8: objective=1.724531, delta=0.000728
2026-09-23 14:13:44,384 | INFO | p1-align_0 | -iRBcNs9oI8$_$7 对齐迭代 4/8: objective=1.724537, delta=0.000045
2026-09-23 14:13:44,401 | INFO | MainThread | [58/100] -iRBcNs9oI8$_$7 completed: objective=1.724537, uncertainty=0.3713 (0.45s)
2026-09-23 14:13:44,490 | INFO | p1-align_1 | -iRBcNs9oI8$_$8 对齐迭代 1/8: objective=1.523112, delta=0.120994
2026-09-23 14:13:44,599 | INFO | p1-align_0 | -iRBcNs9oI8$_$9 对齐迭代 1/8: objective=1.559726, delta=0.106193
2026-09-23 14:13:44,709 | INFO | p1-align_0 | -iRBcNs9oI8$_$9 对齐迭代 2/8: objective=1.553611, delta=0.000760
2026-09-23 14:13:44,744 | INFO | p1-align_1 | -iRBcNs9oI8$_$8 对齐迭代 2/8: objective=1.479668, delta=0.002033
2026-09-23 14:13:44,846 | INFO | p1-align_0 | -iRBcNs9oI8$_$9 对齐迭代 3/8: objective=1.553824, delta=0.000033
2026-09-23 14:13:44,858 | INFO | MainThread | [59/100] -iRBcNs9oI8$_$9 completed: objective=1.553824, uncertainty=0.3217 (0.46s)
2026-09-23 14:13:45,030 | INFO | p1-align_1 | -iRBcNs9oI8$_$8 对齐迭代 3/8: objective=1.479559, delta=0.000092
2026-09-23 14:13:45,053 | INFO | MainThread | [60/100] -iRBcNs9oI8$_$8 completed: objective=1.479559, uncertainty=0.3142 (0.81s)
2026-09-23 14:13:45,336 | INFO | p1-align_0 | -lzEya4AM_4$_$5 对齐迭代 1/8: objective=1.341699, delta=0.139564
2026-09-23 14:13:45,448 | INFO | p1-align_0 | -lzEya4AM_4$_$5 对齐迭代 2/8: objective=1.279036, delta=0.004539
